ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size (sq.ft),furnished,facilities,additional_facilities,region,facilities_count,additional_facilities_count
99804774,Kepong Sentral Condominium,2007,1100,Kuala Lumpur - Kepong,Condominium,3,0,2,962,Not Furnished,"Playground, Gymnasium, Squash Court, Minimart, Swimming Pool, Tennis Court, Jogging Track, Parking, Security, Lift","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,10,2
99996393,Pv9 Residences @ Taman Melati,2022,2000,Kuala Lumpur - Setapak,Service Residence,3,2,2,1100,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground",Air-Cond,Kuala Lumpur,5,1
99996387,Berlian Residence @ Setapak,2017,1300,Kuala Lumpur - Setapak,Condominium,3,1,2,920,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,10,3
99996462,Brem Park,2017,1500,Kuala Lumpur - Kuchai Lama,Condominium,3,1,2,1040,Fully Furnished,"Minimart, Swimming Pool, Gymnasium, Tennis Court, Security, Playground, Parking, Barbeque area, Sauna, Squash Court, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,11,4
99996373,Dorsett Residences Sri Hartamas,2018,1250,Kuala Lumpur - Sri Hartamas,Service Residence,1,1,1,500,Fully Furnished,"Parking, Gymnasium, Club house, Security, Lift, Swimming Pool, Playground, Multipurpose hall","Air-Cond, Cooking Allowed",Kuala Lumpur,8,2
93740620,Windsor Tower,2007,1500,Kuala Lumpur - Sri Hartamas,Service Residence,1,0,1,640,Fully Furnished,"Security, Barbeque area, Sauna, Parking, Playground, Swimming Pool, Gymnasium, Squash Court, Jogging Track, Club house","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,10,3
99995352,M Centura,2021,1400,Kuala Lumpur - Sentul,Service Residence,3,0,2,850,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,14,5
99995376,Bougainvilla,2007,1400,Kuala Lumpur - Segambut,Condominium,3,1,2,1049,Partially Furnished,"Minimart, Jogging Track, Sauna, Barbeque area, Security, Swimming Pool, Gymnasium, Parking, Playground","Air-Cond, Cooking Allowed",Kuala Lumpur,9,2
99995340,Medan Putra Condominium,2017,1500,Kuala Lumpur - Bandar Menjalara,Condominium,4,1,2,918,Fully Furnished,"Swimming Pool, Parking, Playground, Security, Lift, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed",Kuala Lumpur,7,2
99995372,M Centura,2021,1400,Kuala Lumpur - Sentul,Service Residence,3,0,2,850,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,14,5
99995368,M Centura,2021,1400,Kuala Lumpur - Sentul,Service Residence,3,0,2,850,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,14,5
99995206,Pangsapuri Segar Ria,2017,650,Kuala Lumpur - Cheras,Apartment,3,0,2,650,Partially Furnished,"Jogging Track, Sauna, Lift, Minimart","Near KTM/LRT, Cooking Allowed",Kuala Lumpur,4,2
99995204,Vue Residences,2013,1800,Kuala Lumpur - Titiwangsa,Condominium,2,0,1,737,Partially Furnished,"Security, Playground, Barbeque area, Sauna, Multipurpose hall, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,7,4
99995147,The Herz,2020,2000,Kuala Lumpur - Kepong,Apartment,3,2,3,1073,Partially Furnished,"Tennis Court, Jogging Track, Lift, Multipurpose hall, Club house, Security, Minimart, Parking, Swimming Pool, Sauna, Squash Court, Barbeque area, Playground, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur,14,3
99995154,Residensi Razakmas,2017,900,Kuala Lumpur - Cheras,Apartment,3,0,2,850,Partially Furnished,None,None,Kuala Lumpur,0,0
99995180,Inspirasi Mont Kiara,2017,2900,Kuala Lumpur - Mont Kiara,Service Residence,3,2,2,940,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track","Cooking Allowed, Washing Machine, Air-Cond",Kuala Lumpur,10,3
99995058,Reizz Residence,2019,2000,Kuala Lumpur - Ampang Hilir,Service Residence,2,1,1,697,Fully Furnished,"Swimming Pool, Sauna, Security, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,4,3
99995121,Platinum Splendor Residensi Semarak,2020,2400,Kuala Lumpur - Keramat,Condominium,3,2,2,1065,Fully Furnished,"Security, Squash Court, Lift, Swimming Pool, Gymnasium, Tennis Court, Sauna, Minimart, Parking, Playground","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,10,3
99995115,Desa View Towers Apartment,1993,1200,Kuala Lumpur - Setapak,Apartment,3,0,2,890,Partially Furnished,"Security, Lift, Swimming Pool, Playground",Air-Cond,Kuala Lumpur,4,1
99994958,Taman Mastiara,2017,900,Kuala Lumpur - Jalan Ipoh,Apartment,3,0,2,900,Partially Furnished,"Jogging Track, Parking",None,Kuala Lumpur,2,0
96926013,D'Sands Residence,2017,1350,Kuala Lumpur - Old Klang Road,Service Residence,2,2,1,730,Partially Furnished,"Parking, Swimming Pool, Barbeque area, Security, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur,5,4
99994541,The Westside Two,2017,3200,Kuala Lumpur - Desa ParkCity,Condominium,2,2,2,895,Partially Furnished,None,None,Kuala Lumpur,0,0
99994611,The Westside Two,2017,3500,Kuala Lumpur - Desa ParkCity,Condominium,3,2,2,1389,Partially Furnished,None,"Air-Cond, Cooking Allowed",Kuala Lumpur,0,2
99874024,The Haute,2019,2300,Kuala Lumpur - Keramat,Condominium,3,2,2,1050,Fully Furnished,"Security, Gymnasium, Swimming Pool, Parking, Lift, Sauna","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur,6,4
99994587,Platinum Lake Pv10,2017,1650,Kuala Lumpur - Setapak,Condominium,4,1,2,1275,Partially Furnished,"Tennis Court, Jogging Track, Security, Club house, Parking, Playground, Swimming Pool, Minimart, Gymnasium, Squash Court",Washing Machine,Kuala Lumpur,10,1
99994581,Villa Pawana,2017,2000,Kuala Lumpur - Keramat,Apartment,3,1,3,1280,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground","Air-Cond, Cooking Allowed",Kuala Lumpur,5,2
99994566,Residensi Seri Wahyu @ Jalan Kuching Kl,2017,1100,Kuala Lumpur - KL City,Apartment,3,1,2,805,Partially Furnished,"Gymnasium, Playground, Squash Court, Security, Minimart, Jogging Track, Lift, Parking, Swimming Pool","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,9,2
99994290,Scenaria @ North Kiara Hills,2015,2500,Kuala Lumpur - Segambut,Condominium,4,2,3,1300,Fully Furnished,None,"Air-Cond, Washing Machine, Cooking Allowed",Kuala Lumpur,0,3
99994237,Kiaramas Ayuria,2008,4300,Kuala Lumpur - Mont Kiara,Condominium,4,2,3,2100,Fully Furnished,"Swimming Pool, Squash Court, Parking, Security, Gymnasium, Playground, Tennis Court, Sauna","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,8,3
99994263,Vivo Residential @ 9 Seputeh,2018,3000,Kuala Lumpur - Seputeh,Service Residence,3,1,2,1300,Fully Furnished,"Multipurpose hall, Barbeque area, Sauna, Tennis Court, Jogging Track, Playground, Parking, Security, Swimming Pool, Gymnasium",None,Kuala Lumpur,10,0
99747683,Lido Residency,2016,2100,Kuala Lumpur - Cheras,Condominium,2,1,2,960,Fully Furnished,"Playground, Swimming Pool, Gymnasium, Security, Jogging Track, Multipurpose hall, Parking, Barbeque area","Cooking Allowed, Air-Cond, Near KTM/LRT, Washing Machine",Kuala Lumpur,8,4
99908084,Panorama Residences (Sentul),2014,1800,Kuala Lumpur - Sentul,Condominium,3,1,2,1100,Fully Furnished,"Minimart, Jogging Track, Swimming Pool, Tennis Court, Security, Playground, Multipurpose hall, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur,8,4
99994077,Bayu Tasik 2,1998,1600,Kuala Lumpur - Cheras,Condominium,3,1,2,960,Fully Furnished,"Parking, Gymnasium, Security, Playground, Swimming Pool",None,Kuala Lumpur,5,0
99994161,Bougainvilla,2007,1400,Kuala Lumpur - Segambut,Condominium,3,1,2,1049,Fully Furnished,"Security, Sauna, Minimart, Jogging Track, Gymnasium, Barbeque area, Parking, Playground, Swimming Pool",Air-Cond,Kuala Lumpur,9,1
99993579,Banyan Tree,2015,16800,Kuala Lumpur - KLCC,Condominium,3,2,5,2197,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,12,5
99486827,Chymes @ Gurney,2016,2700,Kuala Lumpur - Keramat,Condominium,3,2,2,1372,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,10,4
99993543,Majestic Maxim,2021,2000,Kuala Lumpur - Cheras,Service Residence,3,0,2,819,Fully Furnished,"Parking, Playground, Swimming Pool, Lift, Security, Gymnasium, Barbeque area, Jogging Track",Near KTM/LRT,Kuala Lumpur,8,1
99907373,Flat Wangsa Maju Seksyen 2 Blok G,2017,1200,Kuala Lumpur - Wangsa Maju,Flat,2,0,1,550,Not Furnished,Playground,Near KTM/LRT,Kuala Lumpur,1,1
99993259,Oug Parklane,2017,1500,Kuala Lumpur - OUG,Service Residence,3,1,2,950,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,14,5
99993288,Pearl Suria,2016,1900,Kuala Lumpur - Old Klang Road,Condominium,3,1,2,1202,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,12,5
99993129,Bukit Segambut,2017,1199,Kuala Lumpur - Segambut,Apartment,3,0,2,995,Partially Furnished,"Parking, Gymnasium, Minimart, Playground, Security, Multipurpose hall, Barbeque area, Sauna",None,Kuala Lumpur,8,0
99993147,Avelon Tower,2017,1300,Kuala Lumpur - Kepong,Service Residence,3,0,2,801,Partially Furnished,"Parking, Security, Gymnasium, Swimming Pool, Minimart, Playground, Lift, Barbeque area, Multipurpose hall","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur,9,3
99736722,Residence 8,2013,1200,Kuala Lumpur - Old Klang Road,Condominium,1,0,1,350,Fully Furnished,"Swimming Pool, Multipurpose hall, Gymnasium, Security, Playground, Barbeque area, Sauna, Lift, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,10,4
99993029,Vista Langkawi @ Pv18,2017,1600,Kuala Lumpur - Setapak,Service Residence,3,1,2,926,Partially Furnished,None,None,Kuala Lumpur,0,0
99993028,Bayu Andaman,2017,1400,Kuala Lumpur - Sentul,Apartment,3,1,2,1000,Partially Furnished,"Swimming Pool, Security, Playground, Minimart, Gymnasium, Squash Court, Lift, Parking, Sauna, Barbeque area, Multipurpose hall",None,Kuala Lumpur,11,0
99992821,Impiana Sky Residensi,2021,1600,Kuala Lumpur - Bukit Jalil,Apartment,3,1,2,850,Partially Furnished,"Security, Playground, Multipurpose hall, Parking, Gymnasium, Lift, Swimming Pool, Jogging Track, Minimart",None,Kuala Lumpur,9,0
99992486,The Henge 3Room Newcondo Kepong,2017,1700,Kuala Lumpur - Kepong,Condominium,3,2,2,1100,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,14,5
99992477,Kl Traders Square,2017,1399,Kuala Lumpur - Setapak,Condominium,3,2,2,850,Partially Furnished,None,None,Kuala Lumpur,0,0
98987533,Pangsapuri Permai,2017,750,Kuala Lumpur - Sungai Besi,Apartment,3,0,2,650,Not Furnished,"Parking, Playground",Near KTM/LRT,Kuala Lumpur,2,1
99992247,Kuchai Brem Park 2,2017,1500,Kuala Lumpur - Kuchai Lama,Condominium,3,1,2,1040,Fully Furnished,None,None,Kuala Lumpur,0,0
99992334,Desa Tun Razak,2017,950,Kuala Lumpur - Cheras,Apartment,2,0,1,650,Partially Furnished,"Lift, Security, Playground, Minimart",None,Kuala Lumpur,4,0
99992293,Suria Kipark Damansara,2009,1000,Kuala Lumpur - Kepong,Apartment,3,1,2,948,Partially Furnished,"Minimart, Security, Swimming Pool, Playground, Parking, Lift, Barbeque area, Squash Court, Jogging Track","Cooking Allowed, Air-Cond",Kuala Lumpur,9,2
99992088,Amaya Maluri,2013,2400,Kuala Lumpur - Cheras,Service Residence,3,2,2,920,Fully Furnished,"Gymnasium, Security, Playground, Swimming Pool, Multipurpose hall, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,6,4
99992077,Faber Ria,1985,1400,Kuala Lumpur - Taman Desa,Condominium,2,1,2,1050,Partially Furnished,"Barbeque area, Club house, Gymnasium, Squash Court, Minimart, Swimming Pool, Playground, Parking, Security, Tennis Court, Sauna",Cooking Allowed,Kuala Lumpur,11,1
99992058,Aretre Residences,2017,2500,Kuala Lumpur - Damansara,Condominium,2,1,2,797,Not Furnished,"Parking, Security, Lift, Playground, Barbeque area, Swimming Pool, Sauna, Gymnasium, Multipurpose hall, Jogging Track, Squash Court, Tennis Court, Minimart",Air-Cond,Kuala Lumpur,13,1
99992052,The Nest Residences,2017,2000,Kuala Lumpur - Old Klang Road,Condominium,2,1,2,817,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,8,3
98992879,Ixora Apartments,2017,1500,Kuala Lumpur - Pudu,Apartment,3,1,2,980,Partially Furnished,"Swimming Pool, Gymnasium, Barbeque area, Parking, Security, Playground, Lift",Near KTM/LRT,Kuala Lumpur,7,1
99991719,Tiara Faber,2017,1200,Kuala Lumpur - Taman Desa,Condominium,4,2,2,1200,Partially Furnished,"Parking, Security, Jogging Track, Sauna, Tennis Court, Gymnasium, Swimming Pool, Squash Court, Minimart, Barbeque area, Club house, Playground","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,12,3
99991563,Seasons Garden Residences @ Wangsa Maju,2017,1899,Kuala Lumpur - Wangsa Maju,Condominium,3,1,2,860,Fully Furnished,"Parking, Security, Minimart, Swimming Pool, Gymnasium, Playground",None,Kuala Lumpur,6,0
99991491,Viva Residency,2009,1799,Kuala Lumpur - Jalan Ipoh,Condominium,2,1,2,850,Fully Furnished,"Security, Squash Court, Gymnasium, Barbeque area, Swimming Pool, Tennis Court, Club house",None,Kuala Lumpur,7,0
99991648,Ativo Suites @ Damansara Avenue,2021,1800,Kuala Lumpur - Sri Damansara,Service Residence,1,1,1,499,Fully Furnished,"Security, Minimart, Playground, Tennis Court, Swimming Pool, Squash Court, Gymnasium, Lift, Club house, Parking, Sauna","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,11,3
99991642,Taman Bukit Segar,2017,750,Kuala Lumpur - Cheras,Apartment,3,2,1,650,Partially Furnished,"Parking, Lift, Playground, Minimart, Jogging Track",Cooking Allowed,Kuala Lumpur,5,1
99991460,Residensi Razakmas,2017,1200,Kuala Lumpur - Cheras,Apartment,3,0,2,800,Partially Furnished,None,None,Kuala Lumpur,0,0
99991454,Serini Melawati,2018,1799,Kuala Lumpur - Taman Melawati,Condominium,2,2,1,640,Fully Furnished,"Security, Gymnasium, Parking, Minimart, Playground, Swimming Pool",None,Kuala Lumpur,6,0
99991448,Bayu Andaman,2017,1500,Kuala Lumpur - Sentul,Condominium,3,1,2,1000,Partially Furnished,"Playground, Gymnasium, Security, Swimming Pool, Lift, Parking, Minimart, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,9,4
99991601,Emerald Hills,2025,1800,Kuala Lumpur - Cheras,Condominium,2,2,2,893,Not Furnished,"Parking, Security, Club house, Playground, Barbeque area, Sauna, Swimming Pool, Jogging Track, Lift, Gymnasium, Minimart, Multipurpose hall",Cooking Allowed,Kuala Lumpur,12,1
99991593,Desa Permai,2017,900,Kuala Lumpur - Taman Desa,Condominium,1,0,1,560,Fully Furnished,"Parking, Tennis Court, Security, Minimart, Playground, Swimming Pool, Jogging Track, Gymnasium, Barbeque area",None,Kuala Lumpur,9,0
99991066,M Vertica,2023,3000,Kuala Lumpur - Cheras,Condominium,4,2,2,1030,Fully Furnished,"Security, Playground, Jogging Track, Swimming Pool, Barbeque area, Multipurpose hall, Tennis Court, Parking, Lift, Gymnasium, Sauna","Cooking Allowed, Washing Machine, Air-Cond",Kuala Lumpur,11,3
99991290,Flexus Signature Suites,2017,1600,Kuala Lumpur - Jalan Kuching,Service Residence,1,1,1,563,Fully Furnished,"Swimming Pool, Gymnasium, Multipurpose hall, Parking, Security, Sauna, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,7,4
99990821,Platinum Hill Pv 8,2010,1850,Kuala Lumpur - Setapak,Condominium,4,2,3,1600,Partially Furnished,"Gymnasium, Jogging Track, Playground, Swimming Pool, Security, Parking, Minimart","Air-Cond, Cooking Allowed",Kuala Lumpur,7,2
99990963,Paraiso @ The Earth Bukit Jalil,2020,2300,Kuala Lumpur - Bukit Jalil,Condominium,3,2,2,1226,Partially Furnished,"Security, Sauna, Club house, Swimming Pool, Multipurpose hall, Parking, Barbeque area, Lift, Playground, Gymnasium","Cooking Allowed, Air-Cond, Washing Machine, Near KTM/LRT",Kuala Lumpur,10,4
99990651,Wangsa Heights,2001,800,Kuala Lumpur - Ampang,Condominium,1,1,1,660,Fully Furnished,"Swimming Pool, Squash Court, Security, Sauna, Playground, Barbeque area, Gymnasium, Multipurpose hall, Parking, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,10,3
99665633,Cendana Apartment,2008,1100,Kuala Lumpur - Cheras,Apartment,3,0,1,616,Not Furnished,"Security, Playground, Minimart, Parking, Lift","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,5,2
99567987,Taman Bukit Segar,2017,800,Kuala Lumpur - Cheras,Apartment,3,1,1,700,Partially Furnished,"Lift, Security, Parking",None,Kuala Lumpur,3,0
99990418,South View Serviced Apartments,2017,2250,Kuala Lumpur - Bangsar South,Service Residence,2,1,1,648,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,14,4
99990357,Bukit Segambut,2017,1200,Kuala Lumpur - Segambut,Condominium,3,1,2,995,Partially Furnished,"Security, Playground, Barbeque area, Parking, Gymnasium, Minimart, Sauna, Multipurpose hall","Air-Cond, Cooking Allowed",Kuala Lumpur,8,2
99990293,Avelon Tower,2017,1100,Kuala Lumpur - Kepong,Service Residence,4,1,2,916,Partially Furnished,"Swimming Pool, Gymnasium, Security, Minimart, Parking, Playground, Jogging Track, Lift, Multipurpose hall, Barbeque area",Cooking Allowed,Kuala Lumpur,10,1
99783940,Sky Awani Residensi,2017,1300,Kuala Lumpur - Sentul,Condominium,3,1,2,800,Partially Furnished,"Minimart, Swimming Pool, Club house, Security, Playground, Jogging Track, Parking, Lift, Gymnasium, Multipurpose hall, Tennis Court","Cooking Allowed, Washing Machine, Internet",Kuala Lumpur,11,3
99990055,Merdeka Villa,2006,1700,Kuala Lumpur - Ampang,Apartment,3,1,2,1000,Fully Furnished,"Parking, Security, Playground, Swimming Pool, Minimart, Sauna, Barbeque area",None,Kuala Lumpur,7,0
99990155,United Point Residence @ North Kiara,2019,580000,Kuala Lumpur - Kepong,Service Residence,3,2,2,958,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Squash Court, Jogging Track, Gymnasium, Barbeque area","Cooking Allowed, Air-Cond",Kuala Lumpur,10,2
99989862,Aman Puri,2017,850,Kuala Lumpur - Kepong,Apartment,3,1,2,650,Not Furnished,"Playground, Parking, Swimming Pool, Barbeque area, Security",Cooking Allowed,Kuala Lumpur,5,1
99989857,Anggun Residences,2018,2500,Kuala Lumpur - KL City,Service Residence,1,0,1,751,Fully Furnished,"Tennis Court, Club house, Gymnasium, Squash Court, Playground","Air-Cond, Washing Machine, Cooking Allowed",Kuala Lumpur,5,3
99990141,Savio Riana Dutamas Residence,2019,1900,Kuala Lumpur - Segambut,Service Residence,2,2,2,903,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Jogging Track",None,Kuala Lumpur,8,0
99989622,Menara Alpha,2017,1400,Kuala Lumpur - Wangsa Maju,Condominium,3,1,2,1000,Partially Furnished,"Security, Gymnasium, Playground, Parking, Minimart, Swimming Pool",None,Kuala Lumpur,6,0
99989604,Residensi Wangsamas,2017,1500,Kuala Lumpur - Wangsa Maju,Apartment,3,1,2,800,Not Furnished,"Parking, Security, Lift, Playground, Minimart, Jogging Track, Multipurpose hall",None,Kuala Lumpur,7,0
99989670,Putra Villa,2007,1700,Kuala Lumpur - Setapak,Condominium,3,1,2,950,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",None,Kuala Lumpur,14,0
99989649,The Holmes,2017,1700,Kuala Lumpur - Cheras,Condominium,3,0,2,1000,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,6,3
99989797,Kiara East - Dex Suites,2016,1600,Kuala Lumpur - KL City,Condominium,3,0,2,911,Fully Furnished,"Multipurpose hall, Playground, Gymnasium, Jogging Track, Parking","Near KTM/LRT, Washing Machine, Air-Cond, Cooking Allowed",Kuala Lumpur,5,4
99989793,Taragon Puteri Bintang,2009,1500,Kuala Lumpur - Pudu,Service Residence,1,1,1,520,Fully Furnished,"Sauna, Gymnasium, Playground, Swimming Pool, Parking, Security, Lift, Minimart","Cooking Allowed, Near KTM/LRT, Air-Cond, Washing Machine",Kuala Lumpur,8,4
99989762,Platinum Lake Pv 21,2017,1400,Kuala Lumpur - Setapak,Service Residence,2,1,2,900,Partially Furnished,None,Air-Cond,Kuala Lumpur,0,1
99989548,Menjalara 18,2017,2300,Kuala Lumpur - Bandar Menjalara,Condominium,4,2,3,1316,Partially Furnished,"Minimart, Swimming Pool, Gymnasium, Parking, Squash Court, Barbeque area, Sauna, Club house","Air-Cond, Cooking Allowed",Kuala Lumpur,8,2
99989547,Nova Ii,2017,1300,Kuala Lumpur - Segambut,Apartment,3,0,2,1224,Partially Furnished,"Parking, Security, Swimming Pool, Playground","Air-Cond, Cooking Allowed",Kuala Lumpur,4,2
99989545,Prima Saujana,2017,1100,Kuala Lumpur - Kepong,Apartment,3,1,2,1000,Partially Furnished,"Parking, Security, Gymnasium, Playground","Air-Cond, Cooking Allowed",Kuala Lumpur,4,2
99989541,Viva Residency,2009,1799,Kuala Lumpur - Jalan Ipoh,Condominium,2,1,2,840,Fully Furnished,"Swimming Pool, Gymnasium, Barbeque area, Security, Lift, Playground, Multipurpose hall, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,8,4
99989534,Sri Penara,2017,900,Kuala Lumpur - Cheras,Apartment,2,0,2,650,Not Furnished,"Minimart, Parking, Playground, Security, Lift",Near KTM/LRT,Kuala Lumpur,5,1
99989557,The Loft @ Zetapark,2017,2200,Kuala Lumpur - Setapak,Condominium,3,2,2,1012,Fully Furnished,"Parking, Sauna, Swimming Pool, Gymnasium, Multipurpose hall, Jogging Track, Security",Air-Cond,Kuala Lumpur,7,1
99770533,Sri Pelangi (Jalan Genting Kelang),2003,1000,Kuala Lumpur - Setapak,Condominium,3,0,2,1000,Partially Furnished,"Lift, Security, Parking, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall, Club house, Jogging Track","Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,10,3
99545504,M Vertica,2023,2500,Kuala Lumpur - Cheras,Condominium,3,1,2,850,Fully Furnished,"Lift, Tennis Court, Jogging Track, Barbeque area, Multipurpose hall, Security, Playground, Swimming Pool, Parking, Gymnasium, Club house, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,12,5
99989343,Vista Amani,2017,1600,Kuala Lumpur - Cheras,Condominium,4,0,2,1100,Partially Furnished,"Security, Swimming Pool, Parking, Playground, Gymnasium, Minimart","Air-Cond, Cooking Allowed",Kuala Lumpur,6,2
99989281,Ixora Apartments,2017,1400,Kuala Lumpur - Pudu,Apartment,3,1,2,980,Partially Furnished,"Security, Playground, Gymnasium, Barbeque area, Parking, Swimming Pool",None,Kuala Lumpur,6,0
99989506,The Loft @ Zetapark,2017,1600,Kuala Lumpur - Setapak,Condominium,1,1,1,530,Fully Furnished,"Parking, Sauna, Swimming Pool, Gymnasium, Multipurpose hall, Jogging Track, Security",None,Kuala Lumpur,7,0
99989151,Desa Satu,2017,850,Kuala Lumpur - Kepong,Apartment,3,1,2,650,Not Furnished,"Parking, Swimming Pool",Cooking Allowed,Kuala Lumpur,2,1
99989236,Section 2,2017,750,Kuala Lumpur - Wangsa Maju,Apartment,2,0,1,550,Not Furnished,None,"Cooking Allowed, Near KTM/LRT",Kuala Lumpur,0,2
97332655,Platinum Splendor Residensi Semarak,2020,1450,Kuala Lumpur - Keramat,Condominium,4,2,2,1184,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,14,4
99988919,Pangsapuri Sri Penara,2017,1100,Kuala Lumpur - Cheras,Flat,3,0,2,650,Fully Furnished,"Parking, Security, Jogging Track, Minimart, Swimming Pool",Near KTM/LRT,Kuala Lumpur,5,1
